609612387897847808||PosbakumadinCbn||RT @KompasTV: Presiden @jokowi_do2 resmikan Tol Cipali. Selengkapnya dalam #KompasSiang pkl 12.00 WIB http://t.co/TdwnKpld1t||2015-06-13 13:44:53||null
609612316452073472||tysonaly81||@ranggairawan21 @SuparmanTkBecak @Hary_Tanoe @jokowi_do2 @Pak_JK bubarin nkri harga mati||2015-06-13 13:44:36||null
609612227650256896||dreybotak||@marischkaprue @TMCPoldaMetro pecat!!!!!!!! @jokowi_do2||2015-06-13 13:44:15||null
609612028576071682||AlibiGi_||RT @adjisdoaibu: Duuuuuuuh RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/jqvAXGc7D9||2015-06-13 13:43:28||null
609611828595851264||PosbakumadinCbn||@KompasTV @jokowi_do2 Kebohongan publik sahaja. Pembebasan tanahnya msh menyisakan banyak masalah!  http://t.co/IeR6xTlQoH||2015-06-13 13:42:40||null
609611510495641600||arwidodo||RT @thivannyros: cc @lukmansaifuddin and Majikannya @jokowi_do2 @Jokowi_ID  https://t.co/QTmnf8pZx2||2015-06-13 13:41:24||null
609611343197409280||RIP_GEMBUL||RT @adjisdoaibu: Duuuuuuuh RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/jqvAXGc7D9||2015-06-13 13:40:44||null
609611170207522817||brendaadel||RT @adjisdoaibu: Duuuuuuuh RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/jqvAXGc7D9||2015-06-13 13:40:03||null
609611120186253313||thivannyros||cc @lukmansaifuddin and Majikannya @jokowi_do2 @Jokowi_ID  https://t.co/QTmnf8pZx2||2015-06-13 13:39:51||null
609610991169449984||boemipertiwi45||Terima kasih! @TribunIslam: > http://t.co/uiBVp622dP < Daging babi hutan diprediksi bnyak beredar jelang Ramadhan, waspadalah! @jokowi_do2||2015-06-13 13:39:20||null
609610868779712512||ddriyanto||RT @mata_indigo: @bundasafira_ @NasGor_TL @ridlwandjogja klo akun palsu @jokowi_do2 apa..?||2015-06-13 13:38:51||null
609610775536087040||abdul_mania||@jokowi_do2 pak calonkan sumatera utara jadi tuan rumah sea games 2019 ya pak :)||2015-06-13 13:38:29||null
609610689485733889||ddriyanto||RT @mata_indigo: @bundasafira_ @NasGor_TL @ridlwandjogja @jokowi_do2 banyak manusia tertipu dengan akun itu.!!Bahkan termasuk ridwan sndiri||2015-06-13 13:38:09||null
609610630463524864||ariesanjaya198||@Pak_JK @jokowi_do2 Memang boleh ya pak terobos jalan kyk gini? http://t.co/H3IxLTBHZE||2015-06-13 13:37:54||null
609610563321135104||lapedelli||RT @adjisdoaibu: Duuuuuuuh RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/jqvAXGc7D9||2015-06-13 13:37:38||null
609610555544879104||Ndoro_Moe||RT @Alie_Bin_Alie: Ditunggu Jembatannya Pak @jokowi_do2 "@Ndoro_Moe: #InfoNdoroMoe Presiden tinjau perkembangan Tol Bakauheni-Lampung http:…||2015-06-13 13:37:37||null
609610514172227585||enny_endah||RT @Alie_Bin_Alie: Ditunggu Jembatannya Pak @jokowi_do2 "@Ndoro_Moe: #InfoNdoroMoe Presiden tinjau perkembangan Tol Bakauheni-Lampung http:…||2015-06-13 13:37:27||null
609609516326359040||DaffaER||RT @adjisdoaibu: Duuuuuuuh RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/jqvAXGc7D9||2015-06-13 13:33:29||null
609609493903642624||pakdekarwo1950||Amin itu maksudnya Presiden @hendry_MHC @jokowi_do2||2015-06-13 13:33:24||null
609609433216364544||aldhiansyah25||RT @HartoyoMdn: Pak @jokowi_do2 ini ada pejabat lawan arah, kasih tahu pak, pejabat dgan plat RI 59 utk patuh pd aturan! http://t.co/hSo2as…||2015-06-13 13:33:09||null
609609352756867073||pebiembi||RT @adjisdoaibu: Duuuuuuuh RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/jqvAXGc7D9||2015-06-13 13:32:50||null
609609155758796800||BatharaBoy||Tol gratis buat motor di suramadu, mempermudah hidup rakyat kecil di madura http://t.co/NqdsRcyzvo terimakasih jokowi @jokowi_do2 #✊||2015-06-13 13:32:03||null
609609155553308673||ParhusipBoy||Tol gratis buat motor di suramadu, mempermudah hidup rakyat kecil di madura http://t.co/S8hnXQNg3k terimakasih jokowi @jokowi_do2 #✊||2015-06-13 13:32:03||null
609609079091138560||Cruise021084||KendaraanPejabat RI arogant melawan arus. Kalo RI 59 harusnya BPK @jokowi_do2 @Pak_JK @PintarPolitik @DivHumasPolri http://t.co/8X4WqUFkm8||2015-06-13 13:31:45||null
609608975617646594||chandra_wcksn||RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/7qSPoJhBx4||2015-06-13 13:31:20||null
609608816485793792||jerrysinaga||@jokowi_do2  itu Tegas..! http://t.co/BZLELdiGAg #tetapDukungJOKOWI jaga #NawaCita||2015-06-13 13:30:42||null
609608662512852992||Alie_Bin_Alie||Ditunggu Jembatannya Pak @jokowi_do2 "@Ndoro_Moe: #InfoNdoroMoe Presiden tinjau perkembangan Tol Bakauheni-Lampung http://t.co/lRLTfBQSwy||2015-06-13 13:30:05||null
609608632397770752||DadjalMarcopolo||RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/7qSPoJhBx4||2015-06-13 13:29:58||null
609608627175829504||RadarMuriaIndo||Sosialisasi, Jalan Tol Cikopo-Palimanan Digratiskan. @jokowi_do2 http://t.co/ivW6iIZIZi||2015-06-13 13:29:57||null
609608482505912320||suciasmarani||wtf-__- RT @adjisdoaibu: Duuuuuuuh RT @gilangqidra: Dear RI 59, jgn lawan arah kallleee... @jokowi_do2 @TMCPoldaMetro http://t.co/ZC0iuFxEvP||2015-06-13 13:29:22||null
609608440286019584||kd_heni||RT @bobbyalcoholic: Pak @jokowi_do2 ga jadi datang ya ,pd hal kami punya kejutan utk bapak diacara pembukaan PKB ;) #BaliTolakReklamasi||2015-06-13 13:29:12||null
609608280021712896||ZacharyAlwi||RT @adjisdoaibu: Duuuuuuuh RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/jqvAXGc7D9||2015-06-13 13:28:34||null
609608128024281089||HartoyoMdn||Pak @jokowi_do2 ini ada pejabat lawan arah, kasih tahu pak, pejabat dgan plat RI 59 utk patuh pd aturan! http://t.co/hSo2asMx9D||2015-06-13 13:27:58||null
609607942715781120||Ks_Rizcha||Pak @jokowi_do2 @basuki_btp jika berkenan dan ada waktu ditonton yaaah » » » http://t.co/wOPIDKSKAw||2015-06-13 13:27:14||null
609607893185204224||adjisdoaibu||Duuuuuuuh RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/jqvAXGc7D9||2015-06-13 13:27:02||null
609607883215343616||melon_murdock13||RT @bobbyalcoholic: Pak @jokowi_do2 ga jadi datang ya ,pd hal kami punya kejutan utk bapak diacara pembukaan PKB ;) #BaliTolakReklamasi||2015-06-13 13:26:59||null
609607283488612352||avlknh||RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/7qSPoJhBx4||2015-06-13 13:24:36||null
609606849793363969||samid_aytida||RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/7qSPoJhBx4||2015-06-13 13:22:53||null
609605880946954240||CaktiRawks||RT @gilangqidra: Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/7qSPoJhBx4||2015-06-13 13:19:02||null
609605851813285889||whitenotme||cc : @yuddychrisnandi @jokowi_do2  https://t.co/GuPeMqr2Gq||2015-06-13 13:18:55||null
609605788915511296||gilangqidra||Dear RI 59, jangan lawan arah kallleee... Cc @jokowi_do2 @TMCPoldaMetro http://t.co/7qSPoJhBx4||2015-06-13 13:18:40||null
609605751678500865||angela88811187||Tol gratis buat motor di suramadu, mempermudah hidup rakyat kecil di madura  http://t.co/VHeNCQZdin terimakasih jokowi @jokowi_do2 #✊||2015-06-13 13:18:31||null
609605321225469954||bobbyalcoholic||Pak @jokowi_do2 ga jadi datang ya ,pd hal kami punya kejutan utk bapak diacara pembukaan PKB ;) #BaliTolakReklamasi||2015-06-13 13:16:49||null
609605265877368832||POISON_AND_ROSE||@jokowi_do2 "@gendovara:Wahhhh presiden gak datang nih. Padahal mau bentangin spanduk tolak reklamasi di depan panggung kehormatan Pawai PKB||2015-06-13 13:16:35||null
609605112932102144||ArhamAgamK||RT @ForBALI13: Sekali tolak tetap tolak! #BaliTolakReklamasi #BatalkanPerpres51Th2014 cc @jokowi_do2 @susipudjiastuti http://t.co/nhrvwTR…||2015-06-13 13:15:59||null
609604838909870081||Marvel_16||RT @KompasTV: Presiden @jokowi_do2 resmikan Tol Cipali. Selengkapnya dalam #KompasSiang pkl 12.00 WIB http://t.co/TdwnKpld1t||2015-06-13 13:14:54||null
609604564598157312||Bhineka08||RT @endlessrove: @Bhineka08 @DPP_IKAPPI @imam_elbimawy @jokowi_do2 @MasMansuri @Pak_JK koreksi ya, bhinneka (double N)||2015-06-13 13:13:48||null
609604564174508032||Bhineka08||@endlessrove @DPP_IKAPPI @imam_elbimawy @jokowi_do2 @MasMansuri @Pak_JK 👍||2015-06-13 13:13:48||null
609603962338193408||agmhia||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:11:25||null
609603960530432000||nuclkehed||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:11:24||null
609603898446336001||chossemarkou1||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:11:09||null
609603897439715328||kent_pac||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:11:09||null
609603867056209920||deboni7||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:11:02||null
609603776039780352||dkoskamp1||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:10:40||null
609603708293398528||ocatapano1||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:10:24||null
609603687514648576||mata_indigo||@bundasafira_ @NasGor_TL @ridlwandjogja @jokowi_do2 banyak manusia tertipu dengan akun itu.!!Bahkan termasuk ridwan sndiri||2015-06-13 13:10:19||null
609603681537888256||tnohia||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:10:18||null
609603632519081985||msuser3||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:10:06||null
609603606338248704||joesanner1||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:10:00||null
609603538453438464||lhxaaaaa||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:09:44||null
609603509969907713||orelik979930||RT @BocahTuaNuakal: Satu lagi bukti kalau mafia birokrasi masih berusaha hambat prestasi jokowi @jokowi_do2  http://t.co/zonI3EEbyB @AdianN…||2015-06-13 13:09:37||null
