616462987566551040||IrasT__S||@jokowi 70 tahun merdeka kok penerimaan siswa PPDB di SMA, SMP di Depok msh dihantui KORUPSI Pak.||2015-07-02 11:26:44||null
616462989051322369||rendranila||RT @ragilnugroho1: #jokowipedia berisi konten menyesatkan agar rezim Jokowi tetap mengkilap||2015-07-02 11:26:44||null
616462998622724096||tiweeeeyy||@BPJSTKinfo @hanifdhakiri @humasnaker @jokowi https://t.co/ssRCN9oAqM via @ChangeOrg_ID||2015-07-02 11:26:46||null
616463037982048256||TheBestDewo||Nah Lho, Sistem Tata Negara Era Jokowi Lebih Kacau dari Era Sebelumnya | Peka News http://t.co/65erJ9yOVS||2015-07-02 11:26:56||null
616463039575908352||likwiryo||Makanya Jokowi mengalokasikan Subsidi dgn bnr..biar bisa beli Pesawat baru..biar ga jatuh melulu-> dulu memble sih https://t.co/RkinTjb489||2015-07-02 11:26:56||null
616463043602464768||jokowinomics||Hadiri HUT Bhayangkara, Presiden Jokowi Minta Mafia Hukum Di Kepolisian Diberantas http://t.co/pgEh0YwN8E||2015-07-02 11:26:57||null
616463048228868098||nabitbri||RT @sapulidiku14: Apakah masih pantas seorang @imam_nahrawi menjdi Menpora,yg tdk memberi contoh yg baik buat Generasi Muda cc @jokowi||2015-07-02 11:26:58||null
